polarity,text
4,@ravisagar will that make u think twice before hitting the print button. Save Trees. 
4,Patrick is trying to straighten up the Leaning Tower of Pisa...   http://twitpic.com/2l3dz
4,@masonpants oh really? I just thought #confession is just such an awesome platform to spill the beans to a large audience 
4,trying to convince my parents to get foxtel!  hope it works 
4,"Sim,PUK! New number "
4,My birthday is on Friday!!   
4,"@ddlovato have fun in munich, germany!!  hope u'll be back here on tour one day ;)"
4,"ya know, @lou31 I've been feeling a bit unfortunate this morning but you're right, loads of sunshine comming through the window "
4,Broke 500 updates.  23 ago but still WOO!!!!!!!!!
4,@Rita_Pan You are recovering 
4,4 days until i marry my gorgeous man  
4,just had a banana milkshake which I made myself 
4,Katerina now joining Vasilis in studio with the latest gossip  http://tinyurl.com/as4opy
4,#travsummit still losing from Susan Boyle http://bit.ly/4hBV7U 
4,This girl is awesome @ilovelulu she welcomes me everyday to join her sweet little family! Awwweeee 
4,"@Shauncusters Mmm, dry bread and dagga pills! You have the BEST job! "
4,#110 also solved by @counterspark 
4,is reminiscing the good old times with Resh 
4,@naxareth huggles for a stressful day!  i still got a long way to go hmpft. **closes eyes in panic**
4,watchin' Encino Man 
4,@WinonaWiefel I will *shhhh* it oud loudly 
4,@robinsons Ever thought about a career in personal training? 
4,"@xiape LOL I know dude,, she's 1 on 29th of may &amp; only got a bit of fluff on her head... Might put 1 of  my mums chemo wigs on her "
4,@talkinguineapig thanks for the link 
4,@bawjohnson good luck dude 
4,"BTW, no offence BA people!  #travsummit"
4,Anna is trying to straighten up the Leaning Tower of Pisa...   http://twitpic.com/2l3gp
4,Can't wait to get home tonight. Installed WoW last night for the first time in over 2 years. Wanna get started playing again. 
4,@y3llaswagga tht sounds like a winner! 
4,"@jfhuj Until recently, I collected Colognes. Only the best and unusual ones. Because, I want to smell unique. Not like every other guy. "
4,"is glad to be home, cranking forever the sickest kids yeahhh boii "
4,loves naps during the rainy afternoons! Sarap uli matulog nang ganun  http://plurk.com/p/pbwrh
4,@waxinglyrical Various sites indicate nasi hitam is usually found in Bandung. Will try the resto in Bendungan Hilir tho. Thx 4 the info! 
4,have a track coming up on sendspace soon - keep watching for the link  xx
4,@edwardcasbon Ah you should stick ubuntu on there! 
4,"woke up at 5, decided i didn't need to shower twice in a eight hour time frame. went back to sleep.an here i am. g'morning "
4,@britneyspears you rock my world you know u did!  love ya
4,@pictureingrey glad you're feeling better  have a great day!
4,another new placebo song 
4,@crazytwism LoL I just read here and there - many interesting tweets around &amp; news everywhere 
4,"back to college, for the last leg, only 2 weeks of lectures then exam time... but then im finished in the GMIT for ever!!!!! "
4,Can't fall asleep...On the swollen track 
4,"Maybe I should start Twittering a) more than before, and b) in English so everyone understands... What do you think? "
4,@deb_max hope you picked up the #w4a09 buzz re storytelling as a way of creating developer empathy for diverse user needs 
4,OmGosh!!! one of my best friends is following me on twitter! Matbe I will truly start using this since we don't talk lol 
4,is checking out the new boxer rebellion album while enjoying my coffee 
4,@AnoukDeeltRadio you fck'n rock  ? http://blip.fm/~4oof7
4,Eating a hot noodle soup. Very perfect for this weather. 
4,im awake at last 
4,"@nikipaniki If you guys are doing that, sure!  I have Skype! Hee."
4,@trusluchus I would say i'll try and find it but i'll probably forget by the time I get home 
4,"@missmonnie hmmm, we shall see then "
4,"@empiremagazine Ha! Not so much lol, more likely mid attack on Xeno's house ;) Nice article, we enjoy these teasers! Cheers from Leaky "
4,@SophieEB have fun at the videoshoot Sophie   can't wait to see it ! xoxo
4,cooking 
4,@rexyjolly yup  bakit nirecruit ka? sa star records/cinema yan. hehe.
4,@MahreenMamur i was away at a friends wedding  How are you?
4,@AndrewRatcliffe Told Hubb your Elephant joke and he nearly burst a gut laughing. 
4,@angiesheep YAY! Welcome! 
4,i'm trying to spam comment them into replying  @BryceNeil
4,Hi tweepscape_test- I was playing @tweepshoot and shot you by mistake!  Uh.. sorry. 
4,finished a set of 6 adorable bibs for my SIL's twins.  
4,says earth day bukas!!  http://plurk.com/p/pbwx9
4,one tree hill 
4,"I love fresh made beds, is that weird? haha procrastonating is fun  really should finish my folio..."
4,"@musey I've thought about setting up a camera before actually, the stupid things the 2 of them do sometimes, it would hilarious "
4,im gonna check if his got twitter fingers crossed 
4,Am stepping away from the keyboard to get married tomorrow 
4,"@Rochellewiseman i love your dog - its too cute! its a maltipoo isn't it? i want one!  loving your album,  can't wait for new work video!x"
4,"Yeah next weekend is gonna be the absolute pits..trying not to think about it, but heck, i'm gettin lots done as part of procrastination "
4,@Beany0793 hope it all goes well 
4,I shut my eyes to see. 
4,"Night Night, Another day in this wonderful world come to an end. Sweet dreams. Until tomorrow "
4,I think you should all follow @CYHSYtheband 
4,"@MiraKBryan Chris, Sam &amp; Emily-kate warmly return the greeting! They would like to see you again too "
4,@mnystedt Do try - that would be great! Hope to see you and @cnystedt tomorrow night 
4,Has a great morning  so far  ! To be continued . . .
4,@thenewlawyer Wooohooooo!!! That's awesome news! Keep up the good work 
4,VMware unveils the it's CloudOS. @ http://blogs.zdnet.com/BTL/?p=16402Now the game will become more interesting 
4,"Ooo a day off  I know, lets go and research coal pollution in china and smart grids...o/t positive side, climate camp meeting afterwards."
4,Im sitting at home watching biggest loser and on twitter at the same time! Gosh im talented. 
4,"@technofeliz I invented twitter flirting, I called it twirting but didn't like the name. "
4,probando Tweetie  Q� mono 
4,@WAHMBizbuilder Nice  I had cousins who use to live at Yass.   I asked as struggling to help Saudi friend pick place to live in Sydney.
4,@selenagomez my favorite katy perry song!  selena you're awesome.
4,"@flaxdigital Thx for the follow. That is my Maori border, glad ya like it "
4,"@jeherve No conditions. Just free till June, no strings attached. Just send me your ad "
4,"@charlii1 yeah it did and I had to say no to all of you, I felt so bad! Um twittered and ate rainbow paddle pops  xx"
4,Had a blast last night. Luv Kinda luv that giggle fit we had at the end. Kinda wish that night would last forever 
4,@corinne8881 drink some OJ 
4,God has really changed my outlook and the way i see things.    
4,Now i'm not 
4,yay! i can't wait for The Time Traveler's Wife Movie.    http://plurk.com/p/pbxup
4,"@MissRachelle indeed  was lvely to meet you as well, I brought my cakes from last night into work today"
4,i think itd be rather cool to have a big brother as well as a little brother.. i want a big brother 
4,@rizalrenaldi haven't watch it yet. Belum sempat aja. 
4,Tessa rescued me again!! Thanks to all the #net12 people who are so supportive... it is ace 
4,my hair is all wavey today!.. Really couldn't be bothered to straighten it.. 
4,"@bobbinrob Hi! I'm deluweil from lj, wanted to add you here, and to thank you for all the con pics, you're awesome! "
4,@mario Thanks for the info Mario I really appreciate it! Working indeed  Awesome! Have an amazing day! Michael
4,money making 
4,"Patrick &amp; Anna taking a lunch break while attending the Cleansing Stream Retreat at The Church On The Way, TCOTW  http://twitpic.com/3i4z4"
4,@CaioBella50 thanx for adding me bella  xxx
4,@Fearnecotton the hills is so addictive i do not blame you! 
4,@zackalltimelow  happy 21at  &lt;:-P
4,New posh phone and still no one has phoned me. I know when it rings I will get a fright. Goodbye speakerphone 100 you served me well 
4,@normaltusker i agree 
4,"just got up, its a lovely day..need to finish off a song then go to manchester and buy some clothes to take on tour  x"
4,@Winstonita Good morning!  Is the weather good where you are today?  It's gorgeous here on the South Coast 
4,@nick_carter I was at work will u do recruiting again please? and what realm r u in? please recruit again i am a lvl 59 human warlock 
4,just got done watching Notorious. It was soo good! 
4,O happy day!!   Lots to do.. how golden is  that?  
4,@brandsimplicity @Krftd @brtak Rthnx Guys! 
4,"@lil_cain but of course. Ya know for all my perceived hatred of your demonic society, they're totally on my top 5 list "
4,VMware unveils the it's CloudOS. @ http://blogs.zdnet.com/BTL/?p=16402 Now the game will become more interesting 
4,i am at work ... 
4,Ready to rumble... 
4,"Gonna go have some honey loops I think. Then perhaps a shower, a game of scrabble (I'm addicted) &amp; then work. Plan! "
4,Video: Still one of the best lego/starwars videos - eddie izzard fashion  http://tumblr.com/xge1mmgaz
4,"Bored as bro, got nothing to do. Have work tomorrow "
4,Is enjoying the sunshine &amp; waiting to see if my boy can survive his first solo encounter with my dog hehe 
4,@KyranOfficial Good on you!!! 
4,@Franco1985 All followers are welcome - although I often have very little to say 
4,"@khier yea, sounds good, last night i watch 'Flicka' it was pretty good too ill have to check oyr &quot;knowing' "
4,becoming quite good at this vintage selling on ebay got another awesome little leather skirt today! i'm so glad none of it fits me 
4,live &quot;lakini's juice&quot; ? http://twt.fm/69073  ed k at maxwell's 2nite ..acoustic 
4,@joshwaihi v. nice  i wish i hadn't lost all my web design skills. i really should work on them.
4,@brandsimplicity will do F! 
4,"Yeah I'm like 28  for real it's hisocieti hair couture  &quot; where hair, art &amp; fashion reign&quot;"
4,Likes sitting in the Four Seasons Starbucks stealing Wi-Fi and using Tweetie OS X before he goes for a swim! 
4,@innfusorI would love it if they m�de a sequal movie to that series 
4,"I only had 5 hrs of sleep...shoot me. I'm so tired..and cold...why the fudge, is it cold?! I hate the weather..about to shower. "
4,"@bgdtcoaching it's all been about change the last few years, am lucky in that respect as it means I'm not scared by it "
4,"@minervao thank you.  glad you like it. It's not gold though, it's made with brass, but it catches light in a light golden way."
4,@ffidler A mutt that knows a lot of swear words in multiple languages. And if I knew you were in CSL I would have told my bro 
4,Just joined Twitter 
4,just had lime cous-cous with @SarahMoran and @Ehon at my place 
4,getting ready for work - in desperate need of a nap! cannot wait to be home at 3 &amp; pass outtttttt! - check twitter first ofcourse 
4,@Solent_SinRadio Bring Nick back on! 
4,says lose by 2 win by 3  BOSTON FTW http://plurk.com/p/pbxwm
4,@lleentje Is de telenet installateur Coca-Cola style or the regular stuff ? 
4,@xohanna it should be easy to sort out hotels with hotels.com  Have you tried the map view?
4,"@semanticwill Good morning, dude "
4,@MrStansell Hahaha! Thats so sweet! Thanks 
4,@soundlyawake mornin' chicken 
4,@TonyMast Thanks for the shout-out!  Too bad Discovery seemed to bag on YouSpoof 2.0. I think MvC could have won.
4,looking for songs 
4,@nhoustonreed that is always awesome truly 
4,http://twitpic.com/3pgix - summer summer loves summer. My butt is the corona 
4,"@oceanviewde Or vice versa! You're the one setting an alarm, I just wake up whenever most days. "
